Location	Category
peat bog	Soil
peat bog soil	Soil
peat moss	Soil
peat soil	Soil
peat soil [envo:00005774]	Soil
peat soil sample	Soil
peat soil samples	Soil
peat swamp forest	Soil
peat swamp forest soil	Soil
peat swamp soil	Soil
peatland	Soil
pentachlorophenol-contaminated soil	Soil
pepper soil	Soil
permafrost active layer soil	Soil
permafrost sample	Soil
permafrost sediment	Soil
permafrost sediments	Soil
permafrost soil	Soil
pesticide contaminated sandy soil from an industrial site	Soil
pesticide contaminated soil	Soil
pesticide-contaminated soil	Soil
petroleum contaminated soil	Soil
petroleum soil	Soil
petroleum-contaminated soil	Soil
petroleum-contaminated soil collected near the petroleum pumping and storage warehouse at the henryk arctowski polish antarctic station	Soil
petroleum-contaminated soil with high salinity	Soil
pine forest	Soil
pine forrest soil between two spruce trees	Soil
pine grove soil	Soil
pine tree soil	Soil
pineapple field soil	Soil
plant and soil inclusions within 25-35 million-year-old dominican amber	Soil
podzolic fallow soil sampled from the arriam experimental field	Soil
polar ornithogenic soil	Soil
polar soil	Soil
polluted soil	Soil
polluted soil sample	Soil
pooled data from three different soil samples	Soil
pooled soil sample collected from floor of pig farm	Soil
potato field	Soil
potting soil	Soil
pt-2 sample; antarctic (ecotone) soil	Soil
radiation-polluted soil	Soil
rapid sand filter	Soil
red soil	Soil
rice field	Soil
rice field ditch	Soil
rice field soil	Soil
rice field soil; drought soil/ flooding soil	Soil
riparian wetland soil	Soil
rotten soil	Soil
sand	Soil
sand dune	Soil
sand dunes	Soil
sand filter of a drinking water treatment system	Soil
sand flats	Soil
sand fly rearing substrate	Soil
sand from a barchan sand dune	Soil
sand from a coastal intertidal zone	Soil
sand in sea water	Soil
sand of a mangrove tidal flat	Soil
sand of a seashore	Soil
sand of seashore	Soil
sand sample	Soil
sand soil	Soil
sand stone	Soil
sandstone rock	Soil
sandstone seep wall	Soil
sandy arid soil	Soil
sandy beach	Soil
sandy soil	Soil
sandy soil from a sea beach	Soil
sandy soil near a stream	Soil
sandy-loam maize soil	Soil
sandy; gravelly soil	Soil
sandy; gravelly soil from granitic outcrops; plants and well developed algal crusts	Soil
sediment of soil; loam layer	Soil
sediment soil of lava forest wetlands	Soil
sediment with water	Soil
sediment-laden stratified basal ice from taylor glacier	Soil
seleniferous soil	Soil
selenium mineral soil	Soil
selenium rich soil	Soil
semi arid soil; 0-5 cm	Soil
semi-arid agricultural soil	Soil
semi-arid savannah soil	Soil
shallow soil patches nearby vellozia epidendroides specimens	Soil
short cloud forest soil	Soil
short-grass prairie soil	Soil
sihwaho lake	Soil
soil	Soil
soil (envo:00001998)	Soil
soil (sea shore)	Soil
soil [bto:0003809]	Soil
soil [envo:00001998]	Soil
soil [envo:00001998]|soil organic matter [envo:04000008]|plant litter [envo:01000628]|plant matter [envo:01001121]	Soil
soil #75	Soil
soil adjacent to human cadaver hip	Soil
soil adjacent to man-made pond at water treatment facility	Soil
soil and gravel on top; site at the top of the trail walking to the pacific ocean	Soil
soil around rootballs of french marigold; tagetes patula	Soil
soil associated roots	Soil
soil at pumping station near rising main rangoon road	Soil
soil below lichen biocrust	Soil
soil beneath a decomposing pig carcass	Soil
soil beneath ceanothus jepsonii	Soil
soil biofilm	Soil
soil collected from a tropical rainforest; chiang mai; thailand	Soil
soil collected in a potato field	Soil
soil containing e-waste	Soil
soil contaminated bird feces	Soil
soil contaminated by poppy wastes	Soil
soil contaminated with polycyclic aromatic hydrocarbons and polychlorinated biphenyls	Soil
soil contaminted with petroleum hydrocarbons	Soil
soil crust	Soil
soil cultivated with citrus species	Soil
soil cultivated with korean ginseng	Soil
soil cultivating ginseng	Soil
soil denitrifier	Soil
soil found near a side wall in hibya park (tokyo; japan)	Soil
soil from a beta vulgaris field	Soil
soil from a ginseng field	Soil
soil from a grassland	Soil
soil from a never-tilled; successional plant community at the michigan state university kellogg biological station long-term ecological research site	Soil
soil from a small paddock	Soil
soil from a swine farm	Soil
soil from a temperate peat swamp forest	Soil
soil from a termitary	Soil
soil from an ant-hill	Soil
soil from an arid area	Soil
soil from brazilian semiarid forest	Soil
soil from brazilian tropical mangrove	Soil
soil from cave	Soil
soil from cold desert of the indian himalayas	Soil
soil from cotton cropping field	Soil
soil from elm tree	Soil
soil from farming field	Soil
soil from garden	Soil
soil from ginseng field	Soil
soil from guthrie highway slope	Soil
soil from hawthorn tree	Soil
soil from ice-free area	Soil
soil from industrial site contaminated with large amounts of heavy oil	Soil
soil from japanese maple tree	Soil
soil from karst cave	Soil
soil from mangrove nature reserve	Soil
soil from military shooting range	Soil
soil from pasture	Soil
soil from peat swamp forest	Soil
soil from root balls of allium aflatunense	Soil
soil from salvador	Soil
soil from side of kephart prong	Soil
soil from sinshe in taichung county; taiwan	Soil
soil from surrounding area	Soil
soil from the experimental field of the university of tokyo	Soil
soil from the namib desert	Soil
soil from the surface of a rock	Soil
soil from timothy field	Soil
soil from vegetable cropping feld	Soil
soil from vegetable field	Soil
soil from walnut orchard	Soil
soil from walnut tree	Soil
soil from wetland	Soil
soil from wheat roots	Soil
soil from white oak tree	Soil
soil from wild cranberry bog	Soil
soil from wuyi mountain	Soil
soil in a natural cave	Soil
soil in orchid house	Soil
soil inside a cave	Soil
soil inside a natural cave	Soil
soil isolate	Soil
soil litter close to oxalis sp.	Soil
soil metagenome	Soil
soil near greenhouses; ph 8.3	Soil
soil near tree	Soil
soil next to an exhaust vent from an underground mine coal fire	Soil
soil of a botanical garden	Soil
soil of a ginseng field	Soil
soil of a ginseng field in baekdu mountain	Soil
soil of a pineapple field	Soil
soil of a sunflower field	Soil
soil of beech forest	Soil
soil of citrus sinensis plantation	Soil
soil of cliff	Soil
soil of dioscorea zingiberensis c.h. wright planting base	Soil
soil of dokdo; hizosphere of elymus tsukushiensis	Soil
soil of flower pot	Soil
soil of ginseng field	Soil
soil of hengshui lake	Soil
soil of hitsz	Soil
soil of hot climate area	Soil
soil of karst cave	Soil
soil of match works dumpyard	Soil
soil of mountain	Soil
soil of natural resort	Soil
soil of the ginseng field	Soil
soil of udo port	Soil
soil of vegetable field	Soil
soil on the terracotta warriors from the no. 1 pit of the mausoleum of the first qin emperor	Soil
soil organic matter [envo:04000008]	Soil
soil organic matter[envo:04000008]	Soil
soil over burning charcoal pile	Soil
soil polluted by oil	Soil
soil sample	Soil
soil sample collected from a secondary forest	Soil
soil sample collected in japan	Soil
soil sample collection	Soil
soil sample contaminated with heavy fuel oil	Soil
soil sample from angelo meadow plot 1; 20cm depth; 2 days after second rain event (91mm)	Soil
soil sample from angelo meadow plot 1; 20cm depth; 4 days after first rain event (27mm)	Soil
soil sample from angelo meadow plot 1; 20cm depth; 6 days after first rain event (27mm)	Soil
soil sample from angelo meadow plot 1; 20cm depth; pre rain	Soil
soil sample from angelo meadow plot 1; 40cm depth; 2 days after first rain event (91mm)	Soil
soil sample from angelo meadow plot 1; 40cm depth; 6 days after first rain event (27mm)	Soil
soil sample from angelo meadow plot 1; 40cm depth; pre rain	Soil
soil sample from angelo meadow plot 2; 20cm depth; 2 days after second rain event (91mm)	Soil
soil sample from angelo meadow plot 2; 20cm depth; 6 days after first rain event (27mm)	Soil
soil sample line 2 60 ft from anomalous acidified pond located near a glacio-fluvial outwash plain	Soil
soil sample line 3 80 ft from anomalous acidified pond located near a glacio-fluvial outwash plain	Soil
soil sample of the gobi desert	Soil
soil sample; enrichment culture methanol as carbon source	Soil
soil sample; near greifswald; east germany	Soil
soil samples	Soil
soil samples of oats	Soil
soil samples polluted with heavy metals from a farm	Soil
soil samples with coriaria nepalensis seeds from muree; northern pakistan	Soil
soil sediment	Soil
soil surface	Soil
soil surrounding the lake	Soil
soil suspension	Soil
soil suspension baited with corn roots	Soil
soil under a pile of rotting wood chips	Soil
soil under eucharis bouchei	Soil
soil under heteropyxis natalensis	Soil
soil under mahogany trees	Soil
soil under the long-term application of triazophos	Soil
soil used for cultivating ginseng	Soil
soil using lettuce seedlings as bait	Soil
soil vegetation layer	Soil
soil with bryophytes and blackish mats	Soil
soil with decaying plant material	Soil
soil with rotting wood	Soil
soil-free differetial centrifugation fraction	Soil
soil-sample	Soil
soil-water interface of paddy field	Soil
soil; at the bottom of a wash with some plants	Soil
soil; death valley; ca	Soil
soil; forest	Soil
soil; greenhouse; stockholm; sweden; 1972	Soil
soil; jeju island; republic of korea	Soil
soil; lower alluvial fan with plants; and algal crusts	Soil
soil; lower chaparral/ coastal sage brush	Soil
soil; mineral horizon	Soil
soil; orchid house; san francisco; usa; 1971	Soil
soil; soft; sandy surface with really good crust	Soil
soil; very fine sand with crust	Soil
soil/tree roots near citrus sinensis	Soil
soild from paddy field	Soil
soils	Soil
soils from a pacific island	Soil
soils sampled at a savannah-like brazilian biome	Soil
solfataric soil	Soil
soli	Soil
sonoran desert soil	Soil
southeast pahang tropical peat swamp forest soil	Soil
spruce forest soil	Soil
steppe soil[envo:00005777]|soil organic matter[envo:04000008]	Soil
subarctic grassland soil	Soil
subsoil obtained from decaying wheat straw	Soil
subsurface soil	Soil
subtropical forest soil	Soil
sugarcane dry straw soil	Soil
sugarcane mill mud	Soil
sugarcane plantation soil	Soil
sugarcane soil	Soil
surface horizon soil	Soil
surface soil	Soil
surface soil at a landfill site	Soil
surface soil in rice paddy field	Soil
tea maple soil	Soil
tea plantation soil	Soil
temperate grassland disturbed soil	Soil
temperate peat swamp forest soil	Soil
terrestrial mud volcano	Soil
terrestrial mud volcano karabetova gora	Soil
terrestrial mud volcanoes of the taman peninsula	Soil
terrestrial samples	Soil
terrestrial sediment	Soil
terrestrial soil	Soil
terrestrial soil from chemical plant	Soil
tetrabromobisphenol a contaminated soil	Soil
thar desert soil	Soil
this genome was reconstructed from an aerobic pyrene degrading enrichment culture grown from soil-compost microcosms; as described in adam i.k. et al.; under review. an uncontaminated and unfertilized agricultural soil (ap horizon of a haplic chernozem) of the static fertilization experiment bad lauchstadt (germany) was supplemented with mature compost (bio-komp sas gmbh; weizenfels; germany) for biostimulation; the compost consisted of a mixture of vegetable and animal organic waste. two stable enrichment cultures (uc1 and uc10) capable of total pyrene (spiked at a concentration of 100 mg/l) mineralization were obtained from the microscosm and shotgun sequenced (see adam i.k. et al.; under review 2016).	Soil
tiandong cave soil sample	Soil
timothy field soil	Soil
tobacco planting soil	Soil
tomato field	Soil
tomato soil	Soil
top 10cm soil collected at hopland; ca; usa	Soil
top soil	Soil
top surface soil	Soil
topsoil	Soil
topsoil desert biocrust	Soil
topsoil from arid and minimally vegetated gibber plain	Soil
tropical forest soil	Soil
tropical peat swamp soil	Soil
tsunami-affected soil	Soil
tumulitermes pastinator termitarium soil	Soil
tundra soil	Soil
tundra soil from ny-alesund	Soil
tundra soil in council; alaska; usa	Soil
tundra wetland	Soil
typic hapludalf soil	Soil
ultramafic soil	Soil
uncultivated field soil	Soil
underwater soil	Soil
unified soil; enrichment culture of cellulolytic microbial consortium named f1rt	Soil
upper soil	Soil
upper soil layer of a landfill; athens; ga	Soil
upper soil sample	Soil
urban riverside soil	Soil
urban topsoil	Soil
virgin forest soil	Soil
volcanic ash	Soil
volcanic mountain soil	Soil
volcanic rock	Soil
volcanic sediment	Soil
volcanic soil	Soil
volcanic tuff	Soil
volcano soil	Soil
vulcanic forest soil	Soil
vulvanic forest soil	Soil
waste soil	Soil
wasteland soil	Soil
well developed biological soil crust	Soil
well developed soil crust	Soil
wet cave soil	Soil
wet soil	Soil
wet soil under the overhang with ph 7.7 - 8.1	Soil
wet tropical forest soil	Soil
wetland soil	Soil
wetland soil with plant cover	Soil
wetland soil with plant cover day10_ct	Soil
wetland soil with plant cover day20_ct	Soil
wetland soil with plant cover day20_noct	Soil
wetland soil with plant cover day5_ct	Soil
wetland soil with plant cover day5_noct	Soil
wheat field soil	Soil
white birch soil of hei longjing china	Soil
willow soil	Soil
wisconsin soil	Soil
wood soil	Soil
wood-decay soil material	Soil
wyoming soil	Soil
yungay desert soil below boulder	Soil
burned soil	Soil
farmland	Soil
fellfield soil	Soil
acidic sphagnum peat bog	Soil
acidic sphagnum peat bogs	Soil
agricultural field	Soil
agricultural field (no beans grown in the 5 previous years)	Soil
agricultural site	Soil
agricultural waste material [envo:01000371]	Soil
turf	Soil
bog	Soil
groundnut field	Soil
lotus wetland	Soil
mount everst	Soil
mount qingcheng	Soil
uc berkeley botanical gardens	Soil
uranium and nitrate contaminated subsurface	Soil
zebra chip-infected potato field	Soil
a filtration substrate made from volcanic rock	Soil
amazon forest	Soil
degraded pasture	Soil
desert biocrust	Soil
desert biocrust surface	Soil
desert plant free sand dune	Soil
desert regolith	Soil
desert sand	Soil
ditch in a forest	Soil
ditch mud	Soil
dune grassland	Soil
endolithic sand sample	Soil
fine sandstone	Soil
wet mud	Soil
wetland	Soil
wetland a3	Soil
wetland sediment	Soil
wetland water with mud	Soil
wetlands	Soil
wheat field	Soil
public beach	Soil
rocky gypsiferous soil	Soil
sahara	Soil
antarctic hypolithon	Soil
biofilm of surface of a stone	Soil
biofilm periphyton collected on a rock	Soil
cholistan desert	Soil
coastal dune	Soil
coastal dune [envo:00000416]	Soil
mixed sand sample	Soil
biofilm from deap sea brine pool	Soil
bioreactor inoculated with peat from an acidic fen and consecutively exposed to oxic and anoxic cycles	Soil
